,index,hl_uri,poi_id,id,nex_id,hf_id,hl_link,hl_reference,hl_source,hl_x,hl_y,vpuid,STAID
1556,1556,gages-10154200,29899,wb-2863806,nex-2863632,175095.0,10154200,gages,ref-fab,-1270256.903567806,2052234.544496054,16,10154200
1557,1557,gages-10141000,19982,wb-2861870,nex-2861871,718047.0,10141000,gages,ref-fab,-1334983.7554301133,2137546.166865437,16,10141000
1558,1558,gages-10126000,29915,wb-2859583,nex-2859584,717401.0,10126000,gages,ref-fab,-1326731.7545670418,2175451.914155785,16,10126000
1559,1559,gages-10183500,45100,wb-2856380,nex-2856381,720232.0,10183500,gages,ref-fab,-1397274.246709582,1807958.5072407941,16,10183500
1560,1560,gages-10327500,29976,wb-2867689,nex-2867690,1346496.0,10327500,gages,ref-fab,-1764443.0607201944,2197770.76986092,16,10327500
1561,1561,gages-10329000,61664,wb-2868120,nex-2867974,839495.0,10329000,gages,ref-fab,-1762201.6399810757,2245406.0889750374,16,10329000
1562,1562,gages-10321000,30232,wb-2869263,nex-2869029,537856.0,10321000,gages,ref-fab,-1664035.7600791394,2144825.9078483297,16,10321000
1563,1563,gages-10351600,30561,wb-2886378,nex-2886379,1347014.0,10351600,gages,ref-fab,-1974243.9476489516,2085429.1369227765,16,10351600
1564,1564,gages-10309000,30614,wb-2877419,nex-2877420,1347462.0,10309000,gages,ref-fab,-2015428.685630488,2012593.378236137,16,10309000
1565,1565,gages-10315500,56281,wb-2870189,nex-2870190,721239.0,10315500,gages,ref-fab,-1591581.8772987595,2188282.0247603883,16,10315500
1566,1566,gages-10140100,30623,wb-2861895,nex-2861896,718199.0,10140100,gages,ref-fab,-1313364.1694886724,2137369.551746287,16,10140100
1567,1567,gages-10351700,30645,wb-2886388,nex-2886389,1347448.0,10351700,gages,ref-fab,-1961774.2455391197,2105614.9925740506,16,10351700
1568,1568,gages-10322500,56839,wb-2869037,nex-2867663,721543.0,10322500,gages,ref-fab,-1681918.7489275765,2133656.7001889106,16,10322500
1569,1569,gages-10348000,30669,wb-2886368,nex-2886369,1347084.0,10348000,gages,ref-fab,-2004346.4038252672,2086163.832261549,16,10348000
1570,1570,gages-10329500,30703,wb-2868030,nex-2868031,1346720.0,10329500,gages,ref-fab,-1759134.635797187,2257479.102708265,16,10329500
1571,1571,gages-10224000,30725,wb-2856441,nex-2856442,720783.0,10224000,gages,ref-fab,-1391959.5047689858,1945711.4923164952,16,10224000
1572,1572,gages-10130500,30794,wb-2862350,nex-2861839,117156.0,10130500,gages,ref-fab,-1281532.0542109942,2093057.2534646138,16,10130500
1573,1573,gages-10163000,23243,wb-2863656,nex-2863657,719187.0,10163000,gages,ref-fab,-1319513.6976383743,2022950.0858075742,16,10163000
1574,1574,gages-10189000,31677,wb-2858052,nex-2858045,358809.0,10189000,gages,ref-fab,-1394544.6997954787,1804042.3078211795,16,10189000
1575,1575,gages-10020100,43854,wb-2859459,nex-2859460,25260.0,10020100,gages,ref-fab,-1240619.0871202971,2145979.8918766025,16,10020100
1576,1576,gages-10136500,10604,wb-2861860,nex-2861861,129189.0,10136500,gages,ref-fab,-1312721.892516416,2124143.149383419,16,10136500
1577,1577,gages-10150500,10243,wb-2863927,nex-2863292,167430.0,10150500,gages,ref-fab,-1308940.2360556594,2000145.021037936,16,10150500
1578,1578,gages-10155000,10759,wb-2863792,nex-2863635,173478.0,10155000,gages,ref-fab,-1281123.963234358,2057920.241887112,16,10155000
1579,1579,gages-10352500,10991,wb-2872846,nex-2872847,859786.0,10352500,gages,ref-fab,-1781058.2745183588,2312671.178260197,16,10352500
1580,1580,gages-10349300,43925,wb-2886629,nex-2886630,991270.0,10349300,gages,ref-fab,-2005650.6629089513,2069081.4447067617,16,10349300
1581,1581,gages-10311000,11036,wb-2877428,nex-2877429,1028742.0,10311000,gages,ref-fab,-2009960.9612443075,2039347.8824979903,16,10311000
1582,1582,gages-13042500,4831,wb-3018937,nex-3018938,1470457.0,13042500,gages,ref-fab,-1217364.752876051,2479344.354823675,17,13042500
1583,1583,gages-13202000,5017,wb-3011218,nex-3011219,1682415.0,13202000,gages,ref-fab,-1602047.068658776,2451072.2598943072,17,13202000
1584,1584,gages-14313500,4696,wb-3065787,nex-3065788,1912059.0,14313500,gages,ref-fab,-2087606.8506368087,2548210.7934710267,17,14313500
1585,1585,gages-13011000,4598,wb-3006513,nex-3006514,1431531.0,13011000,gages,ref-fab,-1163119.4483028129,2407872.059019954,17,13011000
1586,1586,gages-12397100,4565,wb-3031416,nex-3031417,475737.0,12397100,gages,ref-fab,-1567982.7053446884,3046856.369614377,17,12397100
1587,1587,gages-12452500,4587,wb-3042945,nex-3042946,721468.0,12452500,gages,ref-fab,-1792210.7186092485,2987557.8137139133,17,12452500
1588,1588,gages-13174500,4617,wb-3012447,nex-3012448,1636991.0,13174500,gages,ref-fab,-1627953.1607022625,2246432.9905138575,17,13174500
1589,1589,gages-13236500,4759,wb-3009315,nex-3009316,1719189.0,13236500,gages,ref-fab,-1552145.5526545153,2528027.2012385316,17,13236500
1590,1590,gages-14220500,4775,wb-2987195,nex-2987196,1846488.0,14220500,gages,ref-fab,-2034660.0854221277,2838263.75264599,17,14220500
1591,1591,gages-13217500,4627,wb-3010952,nex-3010953,1705515.0,13217500,gages,ref-fab,-1757005.0940487657,2530194.856513271,17,13217500
1592,1592,gages-12324680,15846,wb-3037984,nex-3024407,1410827.0,12324680,gages,ref-fab,-1293247.2275109706,2736930.9797749007,17,12324680
1593,1593,gages-12324200,99875,wb-3024394,nex-3024395,79630.0,12324200,gages,ref-fab,-1284339.3598783072,2715069.632937587,17,12324200
1594,1594,gages-13333000,16915,wb-3000586,nex-3000353,963703.0,13333000,gages,ref-fab,-1649599.4677521337,2738046.1680625584,17,13333000
1595,1595,gages-13302500,97875,wb-3004623,nex-3001665,1078733.0,13302500,gages,ref-fab,-1397392.2909214562,2597427.404324903,17,13302500
1596,1596,gages-13316500,17051,wb-3002051,nex-3002047,1186523.0,13316500,gages,ref-fab,-1579049.274706067,2660517.3200984607,17,13316500
1597,1597,gages-13341050,16765,wb-3000058,nex-2997096,1248441.0,13341050,gages,ref-fab,-1561127.599877934,2780606.7622663598,17,13341050
1598,1598,gages-14145500,17790,wb-3046775,nex-3043577,1858948.0,14145500,gages,ref-fab,-2094146.3124408773,2596953.6698898356,17,14145500
1599,1599,gages-14362250,17950,wb-3055529,nex-3055343,1922501.0,14362250,gages,ref-fab,-2190961.6948709055,2441861.4850500277,17,14362250
1600,1600,gages-12186000,17858,wb-3061188,nex-3061189,1332931.0,12186000,gages,ref-fab,-1888769.6154897502,3051863.3334662314,17,12186000
1601,1601,gages-13200000,18904,wb-3011391,nex-3011392,1679459.0,13200000,gages,ref-fab,-1594396.1087053372,2461175.6519034146,17,13200000
1602,1602,gages-14091500,18947,wb-2989253,nex-2989254,1820901.0,14091500,gages,ref-fab,-1992852.9366922732,2671928.952250954,17,14091500
1603,1603,gages-14178000,18976,wb-3045498,nex-3045499,1870507.0,14178000,gages,ref-fab,-2039401.917249837,2695520.5154479225,17,14178000
1604,1604,gages-12353000,37760,wb-3024439,nex-3024440,196369.0,12353000,gages,ref-fab,-1379491.1935920601,2785412.5088520027,17,12353000
1605,1605,gages-12342500,39586,wb-3035443,nex-3035444,224950.0,12342500,gages,ref-fab,-1415295.2587469362,2663244.947677261,17,12342500
1606,1606,gages-12370000,46439,wb-3033105,nex-3033090,355849.0,12370000,gages,ref-fab,-1343394.813162411,2912040.2200377607,17,12370000
1607,1607,gages-12390700,47819,wb-3024501,nex-3024502,396589.0,12390700,gages,ref-fab,-1455691.7327074131,2881880.443538996,17,12390700
1608,1608,gages-12484500,85061,wb-3024798,nex-3024799,824809.0,12484500,gages,ref-fab,-1854234.3402241329,2891838.584862797,17,12484500
1609,1609,gages-13011500,86016,wb-3020788,nex-3006515,1424363.0,13011500,gages,ref-fab,-1158425.939625149,2405929.917895631,17,13011500
1610,1610,gages-13046000,87378,wb-3018955,nex-3018956,1471437.0,13046000,gages,ref-fab,-1232865.2039903058,2442500.991187072,17,13046000
1611,1611,gages-13120500,91422,wb-3049086,nex-3049087,1564305.0,13120500,gages,ref-fab,-1431548.5162294046,2470247.9856826137,17,13120500
1612,1612,gages-13245000,61856,wb-3008874,nex-3008875,1726935.0,13245000,gages,ref-fab,-1577814.4024840118,2559815.738683919,17,13245000
1613,1613,gages-13302005,94852,wb-3001644,nex-3001645,1028727.0,13302005,gages,ref-fab,-1419208.5430814666,2546648.6009268994,17,13302005
1614,1614,gages-13313000,96835,wb-3002511,nex-3002512,1155938.0,13313000,gages,ref-fab,-1525725.896893972,2598644.1217435068,17,13313000
1615,1615,gages-14152000,102713,wb-3047029,nex-3043596,1861464.0,14152000,gages,ref-fab,-2121692.6155518293,2636685.201690826,17,14152000
1616,1616,gages-14191000,103275,wb-3043628,nex-3043629,1874110.0,14191000,gages,ref-fab,-2102055.316764226,2741442.9580130717,17,14191000
1617,1617,gages-12031000,74294,wb-3050869,nex-3050870,1901603.0,12031000,gages,ref-fab,-2060440.8050974598,2959543.7266694717,17,12031000
1618,1618,gages-12035400,74943,wb-3050990,nex-3050937,1902057.0,12035400,gages,ref-fab,-2068741.334927679,3012558.1304896357,17,12035400
1619,1619,gages-14316700,78285,wb-3065892,nex-3065807,1910841.0,14316700,gages,ref-fab,-2128911.554855318,2562642.7255043737,17,14316700
1620,1620,gages-14308000,100777,wb-3064672,nex-3064673,1912637.0,14308000,gages,ref-fab,-2158598.695380022,2522709.7804914867,17,14308000
1621,1621,gages-12095000,41722,wb-3057378,nex-3057369,1375607.0,12095000,gages,ref-fab,-1970403.8978504993,2951409.9940595035,17,12095000
1622,1622,gages-12089500,45465,wb-3062845,nex-3062811,1383803.0,12089500,gages,ref-fab,-2008989.2743345574,2947834.1210159184,17,12089500
1623,1623,gages-12301300,24080,wb-3039879,nex-3039880,7622.0,12301300,gages,ref-fab,-1407140.3817378844,3018551.4983446063,17,12301300
1624,1624,gages-12302055,103577,wb-3039441,nex-3039442,36895.0,12302055,gages,ref-fab,-1435466.7046936757,2963873.86744057,17,12302055
1625,1625,gages-12334550,78924,wb-3024430,nex-3024431,122764.0,12334550,gages,ref-fab,-1356769.1320840556,2775946.5051821754,17,12334550
1626,1626,gages-12395000,76523,wb-3031563,nex-3031564,443717.0,12395000,gages,ref-fab,-1555910.431030486,2973745.6149033355,17,12395000
1627,1627,gages-12413000,76653,wb-3041962,nex-3041963,476597.0,12413000,gages,ref-fab,-1522523.0883839182,2893498.427435465,17,12413000
1628,1628,gages-12413500,79140,wb-3041965,nex-3041966,497457.0,12413500,gages,ref-fab,-1528379.273030228,2893237.9614880336,17,12413500
1629,1629,gages-12422500,77364,wb-3040890,nex-3040891,533337.0,12422500,gages,ref-fab,-1609125.3170643752,2922706.619843263,17,12422500
1630,1630,gages-12433000,77421,wb-3040904,nex-3040905,549077.0,12433000,gages,ref-fab,-1633637.0878969312,2948878.407549842,17,12433000
1631,1631,gages-12449950,77807,wb-3028655,nex-3028656,675797.0,12449950,gages,ref-fab,-1783030.5124404894,3012521.622571569,17,12449950
1632,1632,gages-12448998,78086,wb-3028771,nex-3028772,682777.0,12448998,gages,ref-fab,-1786696.9496968149,3046842.6685694805,17,12448998
1633,1633,gages-12451000,82881,wb-3042922,nex-3042923,708605.0,12451000,gages,ref-fab,-1827797.7807382978,3052900.6202968736,17,12451000
1634,1634,gages-12452800,101200,wb-3028425,nex-3028426,724964.0,12452800,gages,ref-fab,-1822045.3510618974,2991993.7449359996,17,12452800
1635,1635,gages-12462500,101210,wb-3027990,nex-3027991,743394.0,12462500,gages,ref-fab,-1831686.8368771002,2959141.2170173214,17,12462500
1636,1636,gages-12500450,99356,wb-3025397,nex-3024813,874129.0,12500450,gages,ref-fab,-1862632.2751472555,2856677.8045147113,17,12500450
1637,1637,gages-13010065,86100,wb-3020612,nex-3006499,1426091.0,13010065,gages,ref-fab,-1166996.8874827584,2436209.233880964,17,13010065
1638,1638,gages-13038500,18117,wb-3006566,nex-3006567,1461747.0,13038500,gages,ref-fab,-1267924.551606962,2411013.0814841795,17,13038500
1639,1639,gages-13056500,78551,wb-3018973,nex-3018974,1471017.0,13056500,gages,ref-fab,-1268381.2464003733,2421101.065867624,17,13056500
1640,1640,gages-13050500,78683,wb-3018961,nex-3018962,1471327.0,13050500,gages,ref-fab,-1247417.480096799,2433666.9267029725,17,13050500
1641,1641,gages-13049500,78555,wb-3019620,nex-3019621,1471597.0,13049500,gages,ref-fab,-1238276.9601783,2437968.975883494,17,13049500
1642,1642,gages-13058000,85821,wb-3018438,nex-3018439,1482462.0,13058000,gages,ref-fab,-1260685.7401864065,2392728.486072205,17,13058000
1643,1643,gages-13062500,94645,wb-3006602,nex-3006603,1490688.0,13062500,gages,ref-fab,-1317171.5179749303,2358497.198467895,17,13062500
1644,1644,gages-13075500,103324,wb-3021444,nex-3021424,1506843.0,13075500,gages,ref-fab,-1331815.3874761977,2325729.4945432865,17,13075500
1645,1645,gages-13105000,90551,wb-3022171,nex-3022172,1551105.0,13105000,gages,ref-fab,-1529791.1006307434,2261027.379984649,17,13105000
1646,1646,gages-13116500,90946,wb-3048253,nex-3048254,1555729.0,13116500,gages,ref-fab,-1299931.2411712536,2475723.713188718,17,13116500
1647,1647,gages-13141500,103257,wb-3017712,nex-3017713,1580281.0,13141500,gages,ref-fab,-1486250.4002313174,2405335.139157791,17,13141500
1648,1648,gages-13148500,74418,wb-3017164,nex-3017165,1584209.0,13148500,gages,ref-fab,-1442775.2936291534,2402762.85842,17,13148500
1649,1649,gages-13181000,103730,wb-3012511,nex-3012512,1648865.0,13181000,gages,ref-fab,-1744075.0187011114,2407376.683465206,17,13181000
1650,1650,gages-13183000,99043,wb-3012583,nex-3012546,1670195.0,13183000,gages,ref-fab,-1693098.583965542,2485957.9112445815,17,13183000
1651,1651,gages-13190500,94681,wb-3011578,nex-3011579,1682727.0,13190500,gages,ref-fab,-1560721.915201013,2421344.7287324993,17,13190500
1652,1652,gages-13206000,101956,wb-3011228,nex-3011229,1691331.0,13206000,gages,ref-fab,-1616571.8218212114,2469819.843159192,17,13206000
1653,1653,gages-13251000,78572,wb-3008529,nex-3008530,1721061.0,13251000,gages,ref-fab,-1657874.5974634322,2522388.190242533,17,13251000
1654,1654,gages-13246000,79002,wb-3008891,nex-3008889,1730217.0,13246000,gages,ref-fab,-1592174.4099464419,2516076.822133761,17,13246000
1655,1655,gages-13292000,77351,wb-3006157,nex-3006081,919687.0,13292000,gages,ref-fab,-1613834.576453727,2686619.023890371,17,13292000
1656,1656,gages-13297355,78672,wb-3005412,nex-3005410,1047943.0,13297355,gages,ref-fab,-1460644.6072720238,2509057.344217095,17,13297355
1657,1657,gages-13305000,95529,wb-3004318,nex-3004319,1085528.0,13305000,gages,ref-fab,-1382284.8134652106,2567684.3863922106,17,13305000
1658,1658,gages-13338500,77307,wb-2998498,nex-2998495,1238053.0,13338500,gages,ref-fab,-1536217.4660524495,2728652.164217368,17,13338500
1659,1659,gages-13340600,7243,wb-2997962,nex-2997411,1289867.0,13340600,gages,ref-fab,-1492129.456515744,2804753.4810834373,17,13340600
1660,1660,gages-14018500,95266,wb-2995297,nex-2995273,1770651.0,14018500,gages,ref-fab,-1745910.7158297112,2769730.7333470327,17,14018500
1661,1661,gages-14046000,101492,wb-2992625,nex-2992607,1806811.0,14046000,gages,ref-fab,-1832386.8606257522,2652668.2319039446,17,14046000
1662,1662,gages-14087400,79214,wb-2989427,nex-2989428,1832948.0,14087400,gages,ref-fab,-1983494.6863874237,2654779.3884764737,17,14087400
1663,1663,gages-14097100,78448,wb-2990666,nex-2990665,1837696.0,14097100,gages,ref-fab,-1961383.7888902219,2690700.7839863375,17,14097100
1664,1664,gages-14142500,78583,wb-2987590,nex-2987591,1841188.0,14142500,gages,ref-fab,-2026613.384363406,2777566.9487434,17,14142500
1665,1665,gages-14137000,101514,wb-2987587,nex-2987588,1841204.0,14137000,gages,ref-fab,-2024952.0306076796,2770594.8976808824,17,14137000
1666,1666,gages-14233500,78462,wb-2986385,nex-2986160,1854952.0,14233500,gages,ref-fab,-1986286.2888412375,2883221.4420797992,17,14233500
1667,1667,gages-14153500,79231,wb-3046397,nex-3046398,1861788.0,14153500,gages,ref-fab,-2141610.2903517173,2610837.951831107,17,14153500
1668,1668,gages-14190500,101611,wb-3045031,nex-3045002,1865828.0,14190500,gages,ref-fab,-2121753.512534499,2724652.5896559875,17,14190500
1669,1669,gages-14169000,96057,wb-3047069,nex-3047043,1865340.0,14169000,gages,ref-fab,-2147735.4073344734,2660263.47390659,17,14169000
1670,1670,gages-14162200,101656,wb-3046135,nex-3046136,1868596.0,14162200,gages,ref-fab,-2072775.1071428761,2641086.902695314,17,14162200
1671,1671,gages-14187200,94617,wb-3045119,nex-3045120,1872082.0,14187200,gages,ref-fab,-2094512.3869253814,2676868.9989299276,17,14187200
1672,1672,gages-14203500,100312,wb-3044121,nex-3044054,1879821.0,14203500,gages,ref-fab,-2091440.652003293,2799724.371831409,17,14203500
1673,1673,gages-14210000,55749,wb-3043735,nex-3043736,1880241.0,14210000,gages,ref-fab,-2040086.0613141311,2764769.511390538,17,14210000
1674,1674,gages-14209500,101505,wb-3043725,nex-3043726,1880301.0,14209500,gages,ref-fab,-2023812.2389088392,2739084.298065793,17,14209500
1675,1675,gages-12039500,101945,wb-3050488,nex-3050489,1898739.0,12039500,gages,ref-fab,-2087809.202257699,3026591.9612364527,17,12039500
1676,1676,gages-12026400,78452,wb-3051271,nex-3051250,1900815.0,12026400,gages,ref-fab,-2036858.2482129338,2932965.3942926596,17,12026400
1677,1677,gages-12010000,96404,wb-3051779,nex-3051780,1903175.0,12010000,gages,ref-fab,-2110197.258733035,2908483.002867407,17,12010000
1678,1678,gages-14316500,78297,wb-3066100,nex-3065803,1910639.0,14316500,gages,ref-fab,-2115742.6345938295,2552755.96429815,17,14316500
1679,1679,gages-14339000,37252,wb-3054708,nex-3054709,1919773.0,14339000,gages,ref-fab,-2162880.8119546613,2476868.223241118,17,14339000
1680,1680,gages-14359000,94674,wb-3054716,nex-3054717,1921421.0,14359000,gages,ref-fab,-2177546.986535854,2471732.532217335,17,14359000
1681,1681,gages-14362000,101529,wb-3055339,nex-3055340,1922539.0,14362000,gages,ref-fab,-2198019.6587995505,2433918.977863814,17,14362000
1682,1682,gages-12150800,95668,wb-3062143,nex-3062144,1364656.0,12150800,gages,ref-fab,-1940881.602750564,3027688.5802776464,17,12150800
1683,1683,gages-12093500,94663,wb-3057168,nex-3057169,1374647.0,12093500,gages,ref-fab,-1976059.4643694183,2946619.6025952683,17,12093500
1684,1684,gages-14092500,101545,wb-2989165,nex-2988675,1837992.0,14092500,gages,ref-fab,-1972874.8438798245,2678329.305852107,17,14092500
1685,1685,gages-14158850,99896,wb-3045974,nex-3045975,1870261.0,14158850,gages,ref-fab,-2047606.9318646698,2647155.5109011494,17,14158850
1686,1686,gages-13215000,77699,wb-3009633,nex-3009634,1757925.0,13215000,gages,ref-fab,-1768978.4265656,2493355.519745711,17,13215000
1687,1687,gages-12175500,101075,wb-3061676,nex-3061677,1418111.0,12175500,gages,ref-fab,-1845558.597872443,3097418.7741198796,17,12175500
1688,1688,gages-13339500,101271,wb-2998369,nex-2998368,1263855.0,13339500,gages,ref-fab,-1543871.620720781,2762600.5580942268,17,13339500
1689,1689,gages-13022500,101272,wb-3006539,nex-3006540,1756269.0,13022500,gages,ref-fab,-1200597.8236831517,2338958.5414501717,17,13022500
1690,1690,gages-14309500,100759,wb-3065537,nex-3065538,1912487.0,14309500,gages,ref-fab,-2212917.1392102335,2525295.975350417,17,14309500
1691,1691,gages-14170000,101376,wb-3047048,nex-3047049,1897043.0,14170000,gages,ref-fab,-2140947.453392801,2680170.390892017,17,14170000
1692,1692,gages-14236200,101379,wb-2986321,nex-2986322,1896919.0,14236200,gages,ref-fab,-2009077.34921401,2904748.5569323194,17,14236200
1693,1693,gages-14140000,102217,wb-2987671,nex-2987633,1841436.0,14140000,gages,ref-fab,-2024738.7096644691,2774084.121729824,17,14140000
1694,1694,gages-12409000,21637,wb-3030575,nex-3030573,614137.0,12409000,gages,ref-fab,-1630711.5651713128,3031838.654929678,17,12409000
1695,1695,gages-13142500,83007,wb-3017440,nex-3017119,1578969.0,13142500,gages,ref-fab,-1474209.1677686544,2391822.8798779408,17,13142500
1696,1696,gages-14306500,92981,wb-3053325,nex-3053276,1908623.0,14306500,gages,ref-fab,-2179722.3897325015,2700364.535507889,17,14306500
1697,1697,gages-14369500,65791,wb-3055359,nex-3055360,1926979.0,14369500,gages,ref-fab,-2213682.825187272,2472817.6007044334,17,14369500
1698,1698,gages-12354500,100364,wb-3024475,nex-3024476,1411535.0,12354500,gages,ref-fab,-1439572.7541303253,2846442.5901078032,17,12354500
1699,1699,gages-12448500,102386,wb-3028636,nex-3028637,1414763.0,12448500,gages,ref-fab,-1786116.8993177984,3056831.0722047747,17,12448500
1700,1700,gages-14174000,103323,wb-3043618,nex-3043619,1897035.0,14174000,gages,ref-fab,-2115380.1545562935,2709513.6390565187,17,14174000
1701,1701,gages-13057940,6140,wb-3018433,nex-3018434,1756575.0,13057940,gages,ref-fab,-1261196.8539850588,2378199.0206027287,17,13057940
1702,1702,gages-12013500,6349,wb-3051944,nex-3051904,1904091.0,12013500,gages,ref-fab,-2095967.5827547985,2936493.9459889517,17,12013500
1703,1703,gages-13066000,6379,wb-3018386,nex-3018387,1756665.0,13066000,gages,ref-fab,-1290929.8112872092,2361763.739268906,17,13066000
1704,1704,gages-12388700,6683,wb-3032702,nex-3032703,1412159.0,12388700,gages,ref-fab,-1405943.1979902256,2844603.9349185047,17,12388700
1705,1705,gages-14183000,8080,wb-3045511,nex-3045512,1897111.0,14183000,gages,ref-fab,-2078687.9429045664,2714734.493869088,17,14183000
1706,1706,gages-14148000,11246,wb-3043581,nex-3043582,1896969.0,14148000,gages,ref-fab,-2102222.8240800477,2609277.629036056,17,14148000
1707,1707,gages-12027500,73518,wb-3051237,nex-3050859,1900541.0,12027500,gages,ref-fab,-2044979.7168479504,2937658.71074689,17,12027500
1708,1708,gages-13340000,12313,wb-2998246,nex-2997092,1263127.0,13340000,gages,ref-fab,-1548705.958889496,2776579.4897073815,17,13340000
1709,1709,gages-14377100,33245,wb-3054826,nex-3054827,1927003.0,14377100,gages,ref-fab,-2237591.16036469,2466399.4765424775,17,14377100
1710,1710,gages-14151000,102707,wb-3047008,nex-3046947,1896987.0,14151000,gages,ref-fab,-2116145.6343612326,2630163.128793449,17,14151000
1711,1711,gages-14163900,14707,wb-3045997,nex-3045998,1897069.0,14163900,gages,ref-fab,-2110512.599582122,2640551.4672443154,17,14163900
1712,1712,gages-12059500,13011,wb-3063046,nex-3062999,1421663.0,12059500,gages,ref-fab,-2043018.3230129052,2997368.299835221,17,12059500
1713,1713,gages-13032500,18028,wb-3006550,nex-3006551,1756377.0,13032500,gages,ref-fab,-1223873.7895717626,2361852.584572114,17,13032500
1714,1714,gages-13310700,96702,wb-3002415,nex-3002416,1417115.0,13310700,gages,ref-fab,-1541906.716264411,2606222.395324971,17,13310700
1715,1715,gages-14044000,22851,wb-2992750,nex-2992735,1809766.0,14044000,gages,ref-fab,-1808820.9443610003,2654940.890410434,17,14044000
1716,1716,gages-14162500,23273,wb-3046124,nex-3045990,1869556.0,14162500,gages,ref-fab,-2085131.8831921287,2641502.144329237,17,14162500
1717,1717,gages-12340500,24073,wb-3024434,nex-3024435,1411607.0,12340500,gages,ref-fab,-1364923.7020155196,2782385.8188656555,17,12340500
1718,1718,gages-13247500,24406,wb-3008508,nex-3008509,1758015.0,13247500,gages,ref-fab,-1602723.4149217885,2497988.627744344,17,13247500
1719,1719,gages-12457000,26833,wb-3028183,nex-3027973,755554.0,12457000,gages,ref-fab,-1842259.773092634,2991346.9667365486,17,12457000
1720,1720,gages-12082500,27060,wb-3062793,nex-3062794,1421471.0,12082500,gages,ref-fab,-1977693.2630093235,2913235.6796393334,17,12082500
1721,1721,gages-12048000,28305,wb-3057990,nex-3057991,1422527.0,12048000,gages,ref-fab,-2013443.148703935,3069947.8157690354,17,12048000
1722,1722,gages-13060000,28299,wb-3006586,nex-3006587,1756641.0,13060000,gages,ref-fab,-1295529.5527891684,2376086.88141604,17,13060000
1723,1723,gages-12025000,73861,wb-3050851,nex-3050852,1900049.0,12025000,gages,ref-fab,-2044831.437765839,2921313.2422447684,17,12025000
1724,1724,gages-13069500,33061,wb-3006609,nex-3006610,1756629.0,13069500,gages,ref-fab,-1330832.4481033315,2351699.3156598834,17,13069500
1725,1725,gages-12086500,49387,wb-3062802,nex-3062803,1421423.0,12086500,gages,ref-fab,-1991289.1295833148,2927876.162041454,17,12086500
1726,1726,gages-14020000,35740,wb-2994712,nex-2994529,1775843.0,14020000,gages,ref-fab,-1723898.1951833942,2728659.7168879826,17,14020000
1727,1727,gages-12189500,38629,wb-3061203,nex-3061204,1418423.0,12189500,gages,ref-fab,-1889258.0511384718,3082503.523005487,17,12189500
1728,1728,gages-13108150,38588,wb-3022194,nex-3022195,1757019.0,13108150,gages,ref-fab,-1525667.2089506518,2341207.0531649203,17,13108150
1729,1729,gages-12043000,39657,wb-3050309,nex-3050310,1926551.0,12043000,gages,ref-fab,-2109053.769296812,3091654.5850904784,17,12043000
1730,1730,gages-14242580,40016,wb-2986745,nex-2986746,1896875.0,14242580,gages,ref-fab,-2045268.7520568145,2885096.0118262544,17,14242580
1731,1731,gages-12040500,40084,wb-3050669,nex-3050668,1899491.0,12040500,gages,ref-fab,-2115244.968546493,3044185.848206368,17,12040500
1732,1732,gages-12020000,73779,wb-3051473,nex-3050844,1926611.0,12020000,gages,ref-fab,-2067797.5605872404,2926333.4311199132,17,12020000
1733,1733,gages-14034470,98755,wb-2994050,nex-2993948,1896449.0,14034470,gages,ref-fab,-1825551.3443497573,2711517.7814837093,17,14034470
1734,1734,gages-14211550,41743,wb-3043688,nex-3043689,1897299.0,14211550,gages,ref-fab,-2056968.9068871378,2785406.156191945,17,14211550
1735,1735,gages-14211720,43109,wb-3043679,nex-3043658,1881859.0,14211720,gages,ref-fab,-2060082.9274511044,2800959.1158279716,17,14211720
1736,1736,gages-13249500,61502,wb-3008518,nex-3008519,1758003.0,13249500,gages,ref-fab,-1623059.7948681545,2500985.774894989,17,13249500
1737,1737,gages-13185000,44978,wb-3011206,nex-3011207,1757697.0,13185000,gages,ref-fab,-1573067.6660386375,2460000.054734943,17,13185000
1738,1738,gages-13342500,46483,wb-2997106,nex-2997107,1417331.0,13342500,gages,ref-fab,-1592816.539564073,2781708.9087759084,17,13342500
1739,1739,gages-12465000,83675,wb-3026762,nex-3026763,1415087.0,12465000,gages,ref-fab,-1722702.75526727,2916895.0266354973,17,12465000
1740,1740,gages-12424000,47924,wb-3042523,nex-3042524,1413383.0,12424000,gages,ref-fab,-1609659.5688166285,2922896.7351545105,17,12424000
1741,1741,gages-13055340,48027,wb-3018988,nex-3018989,1756527.0,13055340,gages,ref-fab,-1259233.7580760021,2421022.991548923,17,13055340
1742,1742,gages-12389500,48089,wb-3032376,nex-3032377,1412615.0,12389500,gages,ref-fab,-1447243.6264415549,2878450.016586506,17,12389500
1743,1743,gages-12413470,48263,wb-3042045,nex-3042043,493557.0,12413470,gages,ref-fab,-1522408.1513140767,2892348.850562779,17,12413470
1744,1744,gages-14076500,49274,wb-2988662,nex-2988663,1896601.0,14076500,gages,ref-fab,-1983974.6060886807,2656601.3604832455,17,14076500
1745,1745,gages-14357500,52699,wb-3056233,nex-3056234,1926963.0,14357500,gages,ref-fab,-2170950.101012131,2458072.9843941834,17,14357500
